CAS,Compound,Compound_new,X202301006_E33,X202301006_E34,X202301006_E35,X202301006_E36,X202301006_E37,X202301006_E38,X202301006_E39,X202301006_F33,X202301006_F34,X202301006_F35,X202301006_F36,X202301006_F37,X202301006_F38,X202301006_F39,X202301006_F40,X202301006_G33,X202301006_G34,X202301006_G35,X202301006_G36,X202301006_G37,X202301006_G38,X202301006_G39,X202301006_G40,X20230921_A09,X20230921_A10,X20230921_A11,X20230921_A12,X20230921_A13,X20230921_A14,X20230921_A15,X20230921_A16,X20230921_B09,X20230921_B10,X20230921_B11,X20230921_B12,X20230921_B13,X20230921_B14,X20230921_B15,X20230921_B16,X20230921_C09,X20230921_C10,X20230921_C11,X20230921_C12,X20230921_C13,X20230921_C14,X20230921_C15,X20230921_C16,X20230921_D09,X20230921_D10,X20230921_D11,X20230921_D12,X20230921_D13,X20230921_D14,X20230921_D15,X20230921_D16,X20230921_E09,X20230921_E10,X20230921_E11,X20230921_E12,X20230921_E13,X20230921_E14,X20230921_E15,X20230921_E16,X20230921_F09,X20230921_F10,X20230921_F11,X20230921_F12,X20230921_F13,X20230921_F14,X20230921_F15,X20230921_F16,X20230921_G09,X20230921_G10,X20230921_G11,X20230921_G12,X20230921_G13,X20230921_G14,X20230921_G15,X20230921_G16,X20230921_H09,X20230921_H10,X20230921_H11,X20230921_H12,X20230921_H13,X20230921_H14,X20230921_H15,X20230921_H16,X20230921_I09,X20230921_I10,X20230921_I11,X20230921_I12,X20230921_I13,X20230921_I14,X20230921_I15,X20230921_I16,X20230921_J09,X20230921_J10,X20230921_J11,X20230921_J12,X20230921_J13,X20230921_J14,X20230921_J15,X20230921_J16,X20230921_K09,X20230921_K10,X20230921_K11,X20230921_K12,X20230921_K13,X20230921_K14,X20230921_K15,X20230921_K16,X20230921_L09,X20230921_L10,X20230921_L11,X20230921_L12,X20230921_L13,X20230921_L14,X20230921_L15,X20230921_L16,X20230924_A17,X20230924_A18,X20230924_A19,X20230924_A20,X20230924_A21,X20230924_A22,X20230924_A23,X20230924_A24,X20230924_B17,X20230924_B18,X20230924_B19,X20230924_B20,X20230924_B21,X20230924_B22,X20230924_B23,X20230924_B24,X20230924_C17,X20230924_C18,X20230924_C19,X20230924_C20,X20230924_C21,X20230924_C22,X20230924_C23,X20230924_C24,X20230924_D17,X20230924_D18,X20230924_D19,X20230924_D20,X20230924_D21,X20230924_D22,X20230924_D23,X20230924_D24,X20230924_E17,X20230924_E18,X20230924_E19,X20230924_E20,X20230924_E21,X20230924_E22,X20230924_E23,X20230924_E24,X20230924_F17,X20230924_F18,X20230924_F19,X20230924_F20,X20230924_F21,X20230924_F22,X20230924_F23,X20230924_F24,X20230924_G17,X20230924_G18,X20230924_G19,X20230924_G20,X20230924_G21,X20230924_G23,X20230924_G24,X20230924_H17,X20230924_H18,X20230924_H19,X20230924_H20,X20230924_H21,X20230924_H22,X20230924_H23,X20230924_H24,X20230924_I17,X20230924_I18,X20230924_I19,X20230924_I20,X20230924_I21,X20230924_I22,X20230924_I23,X20230924_I24,X20230924_J17,X20230924_J18,X20230924_J19,X20230924_J20,X20230924_J21,X20230924_J22,X20230924_J23,X20230924_J24,X20230924_K17,X20230924_K18,X20230924_K19,X20230924_K20,X20230924_K21,X20230924_K22,X20230924_K23,X20230924_K24,X20230924_L17,X20230924_L18,X20230924_L19,X20230924_L20,X20230924_L21,X20230924_L22,X20230924_L23,X20230924_L24,X20231003_A25,X20231003_A26,X20231003_A27,X20231003_A28,X20231003_A29,X20231003_A30,X20231003_A31,X20231003_A32,X20231003_B25,X20231003_B26,X20231003_B27,X20231003_B28,X20231003_B29,X20231003_B30,X20231003_B32,X20231003_C25,X20231003_C26,X20231003_C27,X20231003_C28,X20231003_C29,X20231003_C31,X20231003_C32,X20231003_D25,X20231003_D26,X20231003_D27,X20231003_D28,X20231003_D29,X20231003_D30,X20231003_D31,X20231003_E25,X20231003_E26,X20231003_E27,X20231003_E28,X20231003_E29,X20231003_E30,X20231003_E31,X20231003_E32,X20231003_F25,X20231003_F26,X20231003_F27,X20231003_F28,X20231003_F29,X20231003_F30,X20231003_F31,X20231003_F32,X20231003_G25,X20231003_G26,X20231003_G27,X20231003_G28,X20231003_G29,X20231003_G30,X20231003_G31,X20231003_G32,X20231003_H25,X20231003_H26,X20231003_H27,X20231003_H28,X20231003_H29,X20231003_H30,X20231003_H31,X20231003_H32,X20231003_I25,X20231003_I26,X20231003_I27,X20231003_I28,X20231003_I29,X20231003_I30,X20231003_I31,X20231003_I32,X20231003_J26,X20231003_J27,X20231003_J28,X20231003_J29,X20231003_J30,X20231003_J31,X20231003_J32,X20231003_K25,X20231003_K26,X20231003_K27,X20231003_K28,X20231003_K29,X20231003_K31,X20231003_K32,X20231003_L25,X20231003_L26,X20231003_L27,X20231003_L28,X20231003_L29,X20231003_L30,X20231003_L31,X20231003_L32,X20231006_A33,X20231006_A34,X20231006_A35,X20231006_A37,X20231006_A38,X20231006_A39,X20231006_A40,X20231006_B33,X20231006_B34,X20231006_B35,X20231006_B36,X20231006_B37,X20231006_B38,X20231006_B39,X20231006_B40,X20231006_C33,X20231006_C34,X20231006_C35,X20231006_C36,X20231006_C37,X20231006_C38,X20231006_C39,X20231006_C40,X20231006_D33,X20231006_D34,X20231006_D35,X20231006_D36,X20231006_D37,X20231006_D38,X20231006_D39,X20231006_D40,X20231006_H33,X20231006_H34,X20231006_H36,X20231006_H37,X20231006_H38,X20231006_H39,X20231006_H40,X20231006_I33,X20231006_I35,X20231006_I36,X20231006_I37,X20231006_I38,X20231006_I39,X20231006_I40,X20231006_J33,X20231006_J34,X20231006_J35,X20231006_J36,X20231006_J37,X20231006_J38,X20231006_J39,X20231006_J40,X20231006_K33,X20231006_K34,X20231006_K35,X20231006_K36,X20231006_K37,X20231006_K38,X20231006_K39,X20231006_K40,X20231006_L33,X20231006_L34,X20231006_L35,X20231006_L36,X20231006_L37,X20231006_L38,X20231006_L39,X20231006_L40,X20231009_A41,X20231009_A42,X20231009_A43,X20231009_A44,X20231009_A45,X20231009_A46,X20231009_A47,X20231009_A48,X20231009_B41,X20231009_B42,X20231009_B43,X20231009_B44,X20231009_B45,X20231009_B46,X20231009_B47,X20231009_B48,X20231009_C41,X20231009_C42,X20231009_C43,X20231009_C44,X20231009_C45,X20231009_C46,X20231009_C47,X20231009_C48,X20231009_D42,X20231009_D43,X20231009_D44,X20231009_D45,X20231009_D46,X20231009_D47,X20231009_D48,X20231009_E41,X20231009_E42,X20231009_E43,X20231009_E44,X20231009_E45,X20231009_E46,X20231009_E47,X20231009_E48,X20231009_F41,X20231009_F42,X20231009_F43,X20231009_F44,X20231009_F45,X20231009_F47,X20231009_G41,X20231009_G42,X20231009_G43,X20231009_G44,X20231009_G45,X20231009_G46,X20231009_G47,X20231009_G48,X20231009_H41,X20231009_H42,X20231009_H43,X20231009_H44,X20231009_H45,X20231009_H46,X20231009_H47,X20231009_H48,X20231009_I41,X20231009_I42,X20231009_I43,X20231009_I44,X20231009_I45,X20231009_I46,X20231009_I47,X20231009_I48,X20231009_J41,X20231009_J42,X20231009_J43,X20231009_J44,X20231009_J45,X20231009_J46,X20231009_J47,X20231009_J48,X20231009_K41,X20231009_K42,X20231009_K43,X20231009_K46,X20231009_K47,X20231009_K48,X20231009_L41,X20231009_L42,X20231009_L43,X20231009_L44,X20231009_L45,X20231009_L46,X20231009_L47,X20231009_L48
4/6/2579,8-Heptadecene,8-Heptadecene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030.614041,NA,NA,NA,NA,NA,NA,16897.54212,6216.593309,10175.84348,NA,4335.072903,NA,2179.507874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16127.12124,NA,NA,NA,5665.226092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3981.446689,NA,NA,NA,NA,8023.107191,NA,NA,NA,NA,6819.037023,NA,57712.23067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577.181869,NA,NA,NA,NA,NA,NA,12059.41024,NA,NA,NA,NA,NA,NA,NA,7053.843276,NA,NA,193420.623,29651.58605,NA,NA,NA,NA,NA,NA,NA,NA,22057.04685,57857.43632,NA,NA,NA,NA,15304.4517,NA,NA,NA,NA,18059.27386,NA,13202.19462,23088.66514,NA,NA,NA,NA,NA,43209.40595,17362.49519,NA,NA,NA,4089.02566,NA,7074.066001,NA,87593.80709,NA,NA,6554.614153,NA,NA,17594.88563,NA,27218.68358,NA,NA,NA,25245.49051,NA,32889.82031,23713.15505,NA,7145.883009,4474.671729,NA,NA,33645.27523,23791.32217,27848.17013,NA,NA,26647.28165,NA,33322.60779,NA,NA,NA,NA,23013.51277,NA,NA,46191.5679,2116.344881,NA,64505.63965,NA,20457.69972,38753.70693,13757.82513,NA,20507.8471,65661.35676,257825.0554,NA,NA,NA,30709.68523,28451.41541,NA,24260.2384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2684.242212,NA,NA,NA,NA,NA,NA,6921.256065,NA,NA,NA,4409.224755,3150.757242,NA,NA,NA,NA,NA,5382.339908,NA,NA,NA,5927.206409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9804.470845,NA,7788.130715,NA,4831.98843,NA,NA,NA,6727.427398,NA,7684.649061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4527.010147,NA,NA,NA,NA,NA,NA,NA,9639.680808,NA,12308.15539,NA,NA,NA,NA,NA,NA,NA,3742.229842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14037.10659,NA,11365.93082,NA,NA,NA,NA,NA,NA,NA,NA,7782.425029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5896.837642,NA,NA,35733.3656,22098.89489,45383.29553,18220.40358,50565.26218,12644.86119,68023.21293,NA,17648.97078,29724.24908,50264.28191,8372.131724,16981.84464,26596.1516,23505.65447,25807.82642,57015.8293,19688.69678,NA,23419.19583,7817.859615,15802.42163,43824.26266,20023.76833,18114.30542,21365.19614,21615.02578,20151.05689,NA,NA,35447.59736,49630.09336,16862.09315,27995.74853,12576.83796,NA,30827.4567,47680.72021,3809.678759,13220.59762,48763.20551,75011.94097,NA,38322.1417,55824.75499,34253.27626,22384.66151,NA,12759.63952,8864.844527,NA,41332.78665,34146.23199,6121.636296,23004.43807,22815.84366,NA,47108.7154,NA,35848.72187,52654.51327,12076.12452,44776.95475,94077.74357,24033.36364,20111.9548,NA,NA,8866.045979,NA,117224.8251,86035.12077,18582.44783,NA,25351.33006,8706.842887,27932.44516,24762.99505,NA,22929.38846,31547.75324,20501.47863,10923.89121,35813.53428,59383.36383,51207.74129,42291.34048,22425.20921,NA,13149.01061,34644.66029
015356-60-2,"Cyclohexanol, 5-methyl-2-(1-methylethyl)-",(-)-Menthol,37790.23217,NA,NA,1400.524767,NA,NA,NA,139431.0165,NA,NA,NA,43893.17185,NA,NA,NA,3918.693448,23583.79248,NA,1800.123246,NA,NA,NA,NA,4096.50515,9933.108241,9843.373205,NA,NA,10714.93356,2821.046617,6633.077134,872.8156444,1072.974662,NA,9876.29731,1356.592515,5662.414615,NA,NA,6791.065024,NA,NA,NA,1567.707504,4732.066775,4554.822118,3449.568885,8773.393681,2519.773053,5006.513141,1430.862672,NA,10330.94371,NA,6781.052716,1417.733244,NA,NA,8941.458106,NA,NA,NA,NA,5002.041779,1530.081372,9715.65587,NA,NA,12359.83058,2488.741956,5582.011323,NA,NA,1530.789177,NA,NA,NA,NA,NA,6245.491692,2456.435516,NA,1976.559973,6265.252582,4699.064906,NA,4114.223608,7856.512058,5916.440917,1507.460548,NA,1494.419345,43166.05339,NA,NA,NA,4080.828793,11991.11033,NA,NA,6625.021575,NA,3060.588915,NA,6813.909303,NA,2109.677328,NA,1039.484188,3352.151909,NA,NA,3354.01412,NA,10526.73685,2570.146971,11758.41633,2984.61332,NA,887814.4921,2323712.192,874453.1262,NA,19060.87486,229215.6918,64277.98263,350913.2907,173775.7459,223902.4069,999086.0878,886264.2615,360431.6028,149108.7331,46760.81509,214443.4327,390666.1096,338848.9555,104686.3557,160961.7577,776904.1642,320689.3647,436170.3973,808505.0533,1075171.825,1438536.733,86659.76043,324168.6587,57556.03321,290363.0054,1671144.65,452861.0902,358949.3763,153370.4048,889647.9029,600764.6879,79166.61671,16198.63129,2505788.613,553037.2068,181467.6744,170292.5841,633100.8604,180014.3648,22934.50655,1162047.008,79128.68395,1933659.41,350256.7579,85416.9592,49995.23186,1949130.577,109501.5189,1150321.129,1501746.153,176839.8265,354631.48,190111.6256,2772757.523,110782.4276,1763102.577,1053584.309,1290983.7,2257637.647,118484.5838,1777834.216,197330.9568,1595882.206,244734.8425,277405.7311,864154.418,567637.6185,1242776.615,27762.79451,3764.286342,1481150.068,150162.4603,122700.9213,2141417.295,14863.74179,1346612.046,123343.7037,1485830.17,1517854.744,30259.49555,2186377.368,1466367.716,228184.7123,1284697.993,3612447.29,1414883.179,2301733.072,107557.2768,1136748.535,207868.0461,22910.92214,37527.72966,48001.66751,15425.40632,10359.67751,20431.93585,19165.72356,9650.818423,35269.03177,36106.92084,24216.85433,19149.4534,4731.247235,18162.25596,21435.62454,8544.829085,1562.99964,22759.60142,9233.479319,6065.377324,13195.25863,7252.568857,35827.07419,1822.538421,65873.56515,19692.14493,18717.33551,1027.076236,21790.38137,4212.977081,39157.80068,NA,1506.802397,7568.895092,9246.503661,27090.93634,NA,15208.27159,2380.378002,17714.23775,85532.5406,11691.79085,14229.89579,20083.17765,9769.804033,63080.33447,12114.28279,23830.12108,21267.58921,41954.80707,19738.16581,18021.71072,12262.67243,15114.14738,22140.40608,32796.44664,31344.30056,38810.65589,40025.79998,14415.12018,22103.26924,2866.315321,14409.73225,35765.22954,23895.95115,21886.89791,24685.63801,15323.55772,6395.437568,20471.7496,5662.041279,9216.693478,176.0732757,33050.9842,14977.94281,16277.60379,7581.232402,8536.335347,14469.26304,19198.07166,4675.457035,23208.55942,56041.82744,53044.57956,15811.9576,3836.040412,51736.98262,6528.786656,14973.71688,16108.86734,40456.07027,6339.153944,2428.509901,3635.710395,9838.558842,946.4428144,19673.79562,4033.22851,4863.218951,30276.77851,16856.27997,30517.79409,98871.63111,5357.062183,1931.44988,39071.98,NA,35158.73207,NA,14349.36571,NA,NA,NA,44401.18403,6296.778399,NA,NA,NA,NA,NA,NA,NA,15159.58802,1659.448647,57006.91459,20066.18175,NA,16990.04264,48409.25306,34737.29503,NA,23471.39379,14662.67642,1330.293265,19525.03901,4992.45578,47884.5697,607.4639838,NA,1180.683074,29600.6122,NA,NA,38374.65116,133770.6755,NA,49850.76731,3805.502425,27789.41537,NA,NA,34116.00928,52054.4189,NA,67439.7103,30042.15386,29124.95688,36390.53755,70196.59874,60305.96301,26070.75526,21121.7814,58365.59998,NA,18633.32441,31070.42675,32255.58299,NA,10213.99924,42026.91797,33913.09115,38829.53156,18061.36322,21641.94029,7018.07123,5052.140914,46421.42672,32614.29751,32565.14803,14921.39857,17282.26072,1777.694704,21133.83191,22595.50239,18388.29428,45103.6517,10464.15515,6572.537132,7216.465251,NA,32859.8473,7479.42401,17202.89324,18590.49493,11115.17281,22463.61218,40662.96937,NA,12749.03962,21530.26406,25288.16325,16469.38079,51993.61632,34959.32448,66769.46466,17565.01704,22202.43991,33874.96257,2556.15499,9826.677006,29289.04708,85484.74774,18325.0702,NA,2113.666687,7098.863067,15278.15415,38325.19331,NA,17823.40047,53767.76113,12348.81854,17420.62564,14115.44049,8335.138153,12238.24719,NA,8026.16565,14631.4445,11991.78211,2481.336217,49851.91031,26791.39671,NA,18508.86414,6303.890253,NA,14491.25716,20047.81112,6860.227688,33230.11075,21423.96545,26317.53158,14634.6676,91074.76424,68388.50656,14834.07334,23569.75874,14973.86142,72305.54599,45295.87539
031983-22-9,"Naphthalene, 1,2,3,4,4a,5,6,8a-octahydro-4a,8-dimethyl-2-(1-methylethenyl)-, [2R-(2.alpha.,4a.alpha.,8a.beta.)]-",alpha-muurolene,39185.88597,9709.805828,3331.089768,8104.645106,NA,NA,12085.40661,20259.37553,4555.727236,NA,NA,5338.642088,4746.471634,3690.822339,NA,6121.15167,3137.212446,NA,NA,8544.138049,12260.33408,NA,NA,15203.33093,25203.00404,23790.86634,6000.110224,12787.04801,30387.82141,14436.29387,55934.83549,14057.44621,10213.9202,13156.55628,30883.45181,63917.29874,19670.48811,12527.81686,13803.92886,19737.86656,8487.78585,14262.84304,3865.712057,21245.61331,12114.08357,23999.23665,10097.05271,20432.70006,18859.53398,15980.95951,31301.70735,13476.27667,30043.87588,5379.969344,21609.85761,20907.91819,14953.88893,13509.16706,34418.19666,20045.68736,6733.78204,11527.99155,18278.44929,29963.85029,23167.17381,22310.60332,NA,6650.000116,32052.56108,12678.49396,13343.96809,5597.246648,7544.629166,17066.82399,14675.03703,14209.02362,14205.6484,18205.94728,6352.418195,25046.81149,22865.48707,10023.26325,11460.84374,20780.32248,20471.29598,10006.55382,17948.15545,26569.38377,23825.73115,14521.517,17767.01191,13261.67353,51199.83139,NA,15683.17584,12789.65239,30778.62999,27385.914,11176.65544,10050.11221,17142.3147,12159.39689,17922.72477,8519.316545,22782.92162,9881.295325,20462.62422,12919.32209,43027.16356,27625.05317,14542.12051,7186.416134,20495.17541,15419.46713,26971.55541,18460.41939,33261.26866,72276.11251,24349.67998,36988.02998,67993.88942,31204.78042,NA,NA,11928.42351,5739.530192,8999.263393,5742.923814,13788.17217,64687.17185,42638.38993,42657.07974,7807.220585,3011.3994,7747.596997,39118.74073,11029.66224,5040.717883,7366.777883,26573.83898,14135.92715,26449.83948,42915.84376,61457.1637,48521.43171,8566.761707,15096.4731,2596.56236,14576.68904,42884.27152,23986.14694,8349.055505,10593.59447,52771.5628,24371.23765,11577.48017,3915.874933,103217.8244,51677.12469,14874.65339,28628.99813,25108.76432,NA,NA,49104.58252,3247.058327,42902.7316,14407.27972,NA,6261.0718,151725.205,5726.653011,47999.48173,42094.97785,4614.997569,13059.52365,NA,247707.7766,3328.067321,71384.53139,44025.82829,74353.61048,67337.92341,11876.47575,111363.8547,5490.493599,61554.66655,7878.175404,9289.559536,43011.39934,37381.9155,91690.13976,NA,NA,69652.5645,4806.845989,4643.080468,84083.49194,2480.503085,98059.82514,5827.916777,106102.5643,105069.6899,7519.642582,132692.3257,48040.28011,11256.74834,42689.32408,93343.58241,61873.67534,107012.4891,5234.074607,56835.83057,14798.92895,12517.54646,22004.56238,19400.66331,9667.058764,6748.869839,12768.08221,12755.34935,5033.584568,18895.98866,42741.59452,NA,9868.708983,12318.00723,15552.3101,6808.655736,7523.654921,8342.605485,15348.6455,NA,7841.29311,6365.609205,3428.921731,17198.80136,10417.94658,24256.83481,15425.42679,13443.33397,7274.026875,5270.043115,15340.36091,18155.26116,7032.692686,NA,9609.988536,5274.271106,6377.856138,2364.232709,9657.766611,5182.649681,7140.729874,22181.42733,9919.656057,7809.800619,15531.42507,10860.61465,21266.91668,16289.84269,24645.67881,12947.8584,20541.52418,5921.077291,12421.3573,17307.82992,4032.771135,19859.03868,13539.19406,12668.27079,15442.59582,18323.21236,13158.00511,10410.15802,4604.405081,12385.39036,12895.97151,12583.71383,NA,9077.326737,9640.206977,11925.20381,5511.019955,12913.0562,7755.727086,NA,9457.734678,11067.78236,10017.73419,18283.26395,11509.16203,9207.26669,18328.3307,NA,6600.287176,13731.66016,13943.99242,9465.361629,6077.792028,13902.41224,10224.54017,4045.446601,9712.32725,18864.25292,3230.942306,3990.511194,12026.69042,9457.704307,2975.0259,8296.968707,9093.098223,7398.250176,7199.228065,8000.650307,9198.757881,19100.69685,5592.708037,1497.666811,5877.89412,NA,8702.043109,NA,NA,6070.283838,NA,6740.339613,7893.762948,1917.045831,5349.185747,NA,NA,NA,12457.9149,3251.560729,NA,14548.44222,6757.20331,13820.25843,7318.205136,5237.55924,NA,10445.49447,18794.43722,3720.103523,11744.3893,6568.986742,NA,9013.561378,4130.320706,23911.23348,10485.26445,NA,8126.998317,10455.08554,6217.214434,NA,12141.43582,18671.76651,NA,34749.46728,4753.006483,4133.648644,4517.807362,4106.15072,16838.74261,7531.276957,NA,10668.73931,19624.37281,6783.927234,6184.61169,12400.85678,14360.31528,8439.888231,6790.3933,16652.29307,NA,12983.31644,9154.091561,13598.5823,NA,6059.184131,6455.362645,10053.71734,10414.34232,5824.167624,9223.395164,7191.420493,4744.582305,8782.924613,8187.484518,9275.819006,6073.750962,3362.000041,6168.882653,8949.69994,6251.861732,5684.767815,10980.95915,7302.902002,2253.981905,NA,NA,7662.42253,2326.417217,5055.738228,7959.259314,3463.075895,5227.847838,10259.24764,NA,5382.323309,6711.948837,14188.39481,5693.230181,8871.797562,8772.962461,17321.65569,6065.24062,6478.189702,6344.764289,3320.708909,7460.459928,8878.834835,13904.77817,4440.964225,2991.338011,3905.781168,2406.165708,5187.207584,9204.469943,NA,7756.335268,14689.06901,3817.592753,7241.383559,14010.69656,5973.112719,5679.273326,NA,NA,3886.202041,3562.145827,5148.676624,11916.67367,8506.935155,NA,4252.922092,2848.572331,2649.531126,NA,8575.391146,NA,9806.081838,2015.284544,6211.198856,7744.277896,18629.67271,19237.75357,4847.298951,9955.402216,2575.192794,13317.54784,8141.200348
1000309-19-2,"Sulfurous acid, 2-ethylhexyl nonyl ester",Unknown RI 1061.3,270749.4913,NA,NA,2889.082575,NA,NA,NA,506458.7311,NA,1510.255619,NA,133981.5639,NA,598.0897343,NA,88777.79965,155161.9169,NA,NA,NA,NA,NA,NA,267090.9793,253410.6345,281484.9567,68754.67069,104657.1579,253370.0007,253989.766,205843.4702,161619.6631,140051.9593,149043.0644,294154.5357,152865.2602,246553.7058,145246.1899,90459.63724,215032.7002,101423.4716,120729.6402,79632.46979,232493.0543,220003.0051,338207.6635,170061.8267,350454.7138,242125.997,150479.5438,176411.3231,106412.2025,248821.4574,67964.84852,108951.6046,173047.8602,178977.4691,106236.0913,197276.739,167946.6863,76769.3901,162793.9525,131602.6859,290111.3106,292656.064,380505.7368,29435.90304,126492.7127,284601.4388,240571.2083,290929.9432,NA,107186.1431,159105.2536,151470.0805,36779.49942,102780.5648,165191.3083,77132.68826,219450.2211,242589.8252,130070.3201,158109.8578,324716.2165,265657.1058,99314.24726,169554.8529,334886.9413,242739.5744,154639.1943,173653.1087,116942.7543,377822.6171,19801.42253,176391.1636,161875.0975,262935.0785,274218.3702,5116.537485,42001.95365,96005.76299,25662.46486,153428.6995,55377.22869,347694.8897,60582.9696,214065.7492,188595.4914,175404.3756,NA,160996.6049,119990.6417,264445.3943,115911.6209,248577.2102,124762.4443,330761.2703,79195.32339,28096.12183,38916.07958,730321.8409,67583.70181,NA,75697.80303,144140.7195,85355.51904,181077.7409,94627.63911,159132.0234,289118.2491,355150.4511,349096.5062,121718.8855,61459.08906,146097.4483,397193.4383,178060.4801,3128.308158,4706.312364,8587.06123,198840.2801,327882.7058,300041.7381,347786.2665,395524.4005,3050.596366,180369.0052,54881.47498,180653.1986,455416.1119,445089.9611,178459.0996,137754.4368,462768.3831,547540.6202,1781.245262,69507.58137,597378.5559,367691.7517,173659.3803,355484.0724,380154.6431,4292.478184,85037.13285,317259.9594,96004.12855,441809.6585,207707.9812,56878.50835,103901.2777,483690.4294,122263.154,343886.0908,391476.7662,83278.21411,213231.6846,2550.649636,702975.2548,75018.80314,448496.0087,317983.8746,318567.8154,507696.0003,133253.8545,528152.121,118252.8241,397004.2474,158097.709,111053.8697,380839.9106,8703.488493,389070.1774,57278.42857,41004.02875,377637.3905,72592.78701,63618.07664,572394.8116,37780.14493,417167.6364,98597.10023,534532.1175,425375.3357,1100.947819,508910.2094,640548.5566,192605.1714,365709.8541,186372.8945,291375.5002,428013.7342,58365.31643,13169.16618,187150.5584,274742.2469,238672.9664,97262.83776,12043.29779,20275.06891,212785.1076,66304.87432,47028.16956,312852.9417,272588.2316,153972.7225,NA,111183.8815,217306.3036,141266.6678,104399.9502,66212.12643,53830.30233,NA,144165.2038,NA,39690.96415,268418.1355,193444.094,281173.9923,89274.17688,26556.35235,96879.68242,228978.5032,137534.919,187557.1805,58155.48495,65766.52113,95466.11508,183318.5163,183361.5719,NA,212867.1653,71264.0841,71930.178,332142.6543,126665.217,4864.08778,149334.6341,8521.973179,329057.9531,41908.14081,143457.1941,192373.4789,NA,50417.07137,96703.35123,160582.6252,101662.4191,267492.9473,254767.8965,221504.77,219630.5099,287265.2983,66463.38441,130300.2884,41246.68197,120382.2968,37233.28509,270100.9384,33447.65149,49269.90982,55601.33011,68162.7615,156922.2354,35349.01312,3862.467752,NA,126201.834,44026.64328,177277.296,NA,209207.9636,62721.73496,124180.0008,77233.91057,46812.69008,10434.88691,332484.8116,3835.409962,88835.44072,81780.06593,56585.17663,24146.29989,22853.50188,322532.9223,103343.9023,NA,1105.69993,38160.91085,NA,157684.4412,80171.3241,1143.170324,206838.618,184720.6749,65367.13125,114865.9528,97325.63338,NA,245003.5315,NA,NA,NA,NA,NA,26596.99593,NA,91132.80848,NA,NA,2285.680823,NA,NA,NA,NA,NA,NA,NA,171304.8675,NA,NA,NA,150906.3416,NA,NA,153491.2901,45291.09864,2160.126506,171644.6596,NA,115503.0454,NA,65075.89759,NA,163175.2216,NA,96267.90363,2777.231462,117405.2538,57296.40637,125476.0762,NA,13427.85424,NA,NA,243953.2704,197315.5259,NA,263630.2662,93476.73958,90209.58481,124220.5953,264393.3048,92216.9446,182923.7128,149278.9535,80566.19487,38141.61154,179165.7052,153209.9826,NA,70526.8311,83835.914,154349.1432,68418.0062,80258.04751,71997.27014,79188.18503,NA,76165.53356,72916.49127,NA,76403.91763,108766.4892,67435.7283,101031.338,133551.7687,165998.5063,102424.9208,82316.52251,110398.9352,38823.12726,78140.30551,20820.62897,62577.63491,67507.26203,111613.3369,50791.96329,94666.72018,104877.6249,53802.43362,22125.9308,NA,169131.8683,161208.7789,79635.49744,94749.90267,154992.2984,146719.5964,169151.456,148639.5696,72088.42649,68168.21147,101859.3265,76063.83179,85736.28396,124708.4381,NA,70838.55527,61025.70213,76951.56742,185348.5057,79304.77029,129725.1891,101365.8142,72859.96142,118293.1675,130494.7905,66630.54626,98298.53099,80208.80719,71854.41393,66838.45584,93309.02672,116001.7438,185190.1914,191918.4121,84892.62391,113922.2462,66957.00309,38024.17849,115588.4962,62692.90515,86877.13385,67836.13615,100569.488,62802.70312,NA,97453.00788,112819.4526,70746.0024,178923.0983,59129.74809,106013.1235,72390.96282
